Date Rptd,DR NO,DATE OCC,TIME OCC,AREA,AREA NAME,RD,Crm Cd,Crm Cd Desc,Status,Status Desc,LOCATION,Cross Street,Location 1
08/25/2014,140216421,08/23/2014,0600,02,Rampart,0204,480,BIKE - STOLEN,IC,Invest Cont,  400      N  HOOVER                       ST,,"(34.0779, -118.2844)"
08/23/2014,140413279,08/23/2014,1300,04,Hollenbeck,0464,480,BIKE - STOLEN,IC,Invest Cont,              CESAR E CHAVEZ               AV,   CHICAGO,"(34.0483, -118.2111)"
03/02/2014,141706684,02/28/2014,1200,17,Devonshire,1781,480,BIKE - STOLEN,IC,Invest Cont, 9100         DE SOTO                      AV,,"(34.2355, -118.5885)"
08/22/2014,140119630,08/22/2014,1200,01,Central,0152,480,BIKE - STOLEN,IC,Invest Cont,  500      W  6TH                          ST,,"(34.0481, -118.2542)"
08/25/2014,140119820,08/22/2014,1200,01,Central,0182,480,BIKE - STOLEN,IC,Invest Cont, 1100      S  GRAND                        AV,,"(34.0416, -118.262)"
04/29/2014,140111547,02/27/2014,1200,01,Central,0128,480,BIKE - STOLEN,IC,Invest Cont,  300      E  2ND                          ST,,"(34.0493, -118.2418)"
02/28/2014,141207571,02/27/2014,2100,12,77th Street,1255,480,BIKE - STOLEN,IC,Invest Cont, 7800      S  NORMANDIE                    AV,,"(33.9692, -118.3003)"
08/21/2014,140413213,08/21/2014,1745,04,Hollenbeck,0463,480,BIKE - STOLEN,IC,Invest Cont,              CESAR E CHAVEZ               AV,   SOTO                         ST,"(34.05, -118.2149)"
08/21/2014,140915055,08/21/2014,0900,09,Van Nuys,0915,480,BIKE - STOLEN,IC,Invest Cont, 6800         VAN NUYS                     BL,,"(34.1939, -118.4487)"
08/21/2014,141115402,08/21/2014,0600,11,Northeast,1151,480,BIKE - STOLEN,IC,Invest Cont,              VERMONT,   HOLLYWOOD,"(34.1012, -118.2918)"
03/05/2014,140207330,02/26/2014,0700,02,Rampart,0241,480,BIKE - STOLEN,IC,Invest Cont,  400      S  OCCIDENTAL                   BL,,"(34.0665, -118.2828)"
08/22/2014,141115448,08/21/2014,2000,11,Northeast,1118,480,BIKE - STOLEN,IC,Invest Cont,  300      N  AVENUE 57,,"(34.1127, -118.1942)"
08/21/2014,141714008,08/21/2014,0200,17,Devonshire,1785,480,BIKE - STOLEN,IC,Invest Cont,18400         PRAIRIE                      ST,,"(34.2391, -118.5338)"
08/21/2014,140119543,08/20/2014,2300,01,Central,0171,480,BIKE - STOLEN,IC,Invest Cont,  800      W  OLYMPIC                      BL,,"(34.045, -118.264)"
02/27/2014,141706546,02/26/2014,0940,17,Devonshire,1764,480,BIKE - STOLEN,IC,Invest Cont, 9300         TAMPA                        AV,,"(34.234, -118.5536)"
08/20/2014,141612653,08/20/2014,1715,16,Foothill,1687,480,BIKE - STOLEN,IC,Invest Cont, 7900         VINELAND                     AV,,"(34.2139, -118.3703)"
08/22/2014,141714071,08/20/2014,1900,17,Devonshire,1749,480,BIKE - STOLEN,IC,Invest Cont,15700         DEVONSHIRE                   ST,,"(34.2574, -118.4739)"
02/25/2014,140307090,02/24/2014,0945,03,Southwest,0308,480,BIKE - STOLEN,IC,Invest Cont, 2300      S  UNION                        AV,,"(34.035, -118.2834)"
02/24/2014,140607032,02/24/2014,1230,06,Hollywood,0659,480,BIKE - STOLEN,IC,Invest Cont, 5200      W  SUNSET                       BL,,"(34.0981, -118.3032)"
08/20/2014,140712902,08/19/2014,0400,07,Wilshire,0745,480,BIKE - STOLEN,IC,Invest Cont,  700      S  BURNSIDE                     AV,,"(34.0624, -118.3493)"
08/19/2014,141713931,08/19/2014,1800,17,Devonshire,1754,480,BIKE - STOLEN,IC,Invest Cont,10100         RESEDA                       BL,,"(34.2533, -118.5361)"
02/24/2014,141605907,02/24/2014,1400,16,Foothill,1602,480,BIKE - STOLEN,IC,Invest Cont,12800         FILMORE                      ST,,"(34.2791, -118.4115)"
08/19/2014,142015078,08/19/2014,1520,20,Olympic,2056,480,BIKE - STOLEN,IC,Invest Cont,              PICO,   VERMONT,"(34.0473, -118.2916)"
08/19/2014,140119328,08/18/2014,2140,01,Central,0152,480,BIKE - STOLEN,IC,Invest Cont,              6TH                          ST,   FLOWER,"(34.0507, -118.2582)"
08/18/2014,140317873,08/18/2014,2300,03,Southwest,0328,480,BIKE - STOLEN,IC,Invest Cont, 3300      S  FIGUEROA                     ST,,"(34.0225, -118.2796)"
08/19/2014,140413082,08/18/2014,2130,04,Hollenbeck,0466,480,BIKE - STOLEN,IC,Invest Cont,              1ST,   MATHEWS,"(34.0432, -118.2085)"
08/20/2014,141013867,08/18/2014,1200,10,West Valley,1044,480,BIKE - STOLEN,IC,Invest Cont,18300         COLLINS                      ST,,"(34.1749, -118.5308)"
02/23/2014,140107726,02/23/2014,1900,01,Central,0152,480,BIKE - STOLEN,IC,Invest Cont,  600      W  7TH                          ST,,"(34.0473, -118.2566)"
03/03/2014,140307454,02/23/2014,1300,03,Southwest,0315,480,BIKE - STOLEN,IC,Invest Cont, 2300      W  23RD                         ST,,"(34.036, -118.3148)"
08/17/2014,140119269,08/17/2014,1810,01,Central,0164,480,BIKE - STOLEN,IC,Invest Cont,              6TH                          ST,   SPRING                       ST,"(34.0458, -118.2507)"
08/18/2014,140119288,08/17/2014,1200,01,Central,0111,480,BIKE - STOLEN,IC,Invest Cont,  800      N  ALAMEDA                      ST,,"(34.0563, -118.2374)"
08/17/2014,140215965,08/17/2014,0030,02,Rampart,0205,480,BIKE - STOLEN,IC,Invest Cont,  900         PARKMAN                      AV,,"(34.0819, -118.2739)"
02/23/2014,140107617,02/22/2014,1745,01,Central,0171,480,BIKE - STOLEN,IC,Invest Cont,              CHICK HEARN                  CT,   GEORGIA                      ST,"(34.0453, -118.2702)"
02/25/2014,140107787,02/22/2014,1530,01,Central,0118,480,BIKE - STOLEN,IC,Invest Cont,  900      N  BROADWAY,,"(34.064, -118.2375)"
03/05/2014,140108253,02/22/2014,1035,01,Central,0148,480,BIKE - STOLEN,IC,Invest Cont,  600      E  5TH                          ST,,"(34.0435, -118.2427)"
02/23/2014,140705944,02/22/2014,0900,07,Wilshire,0723,480,BIKE - STOLEN,IC,Invest Cont,              FAIRFAX                      AV,   3RD                          ST,"(34.0695, -118.3614)"
08/20/2014,140119443,08/16/2014,0700,01,Central,0156,480,BIKE - STOLEN,IC,Invest Cont,  500      S  SAN PEDRO                    ST,,"(34.0442, -118.2439)"
02/23/2014,142006401,02/22/2014,1900,20,Olympic,2002,480,BIKE - STOLEN,IC,Invest Cont, 4900         MAPLEWOOD                    AV,,"(34.0803, -118.3091)"
02/21/2014,140107557,02/21/2014,1100,01,Central,0135,480,BIKE - STOLEN,IC,Invest Cont,  300      S  SPRING                       ST,,"(34.0503, -118.247)"
03/15/2014,141107369,02/21/2014,1800,11,Northeast,1116,480,BIKE - STOLEN,IC,Invest Cont,  800      N  AVENUE 50,,"(34.1131, -118.2079)"
02/22/2014,141306905,02/21/2014,0830,13,Newton,1321,480,BIKE - STOLEN,IC,Invest Cont, 1900      S  BROADWAY,,"(34.0316, -118.2657)"
08/15/2014,141713779,08/15/2014,1730,17,Devonshire,1767,480,BIKE - STOLEN,IC,Invest Cont, 9500         RESEDA                       BL,,"(34.2428, -118.5361)"
08/16/2014,142014916,08/15/2014,2300,20,Olympic,2069,480,BIKE - STOLEN,IC,Invest Cont, 1200         MAGNOLIA                     AV,,"(34.0491, -118.2865)"
08/14/2014,140118966,08/14/2014,1500,01,Central,0162,480,BIKE - STOLEN,IC,Invest Cont,  400      W  8TH                          ST,,"(34.0445, -118.2558)"
08/14/2014,140215837,08/14/2014,1600,02,Rampart,0256,480,BIKE - STOLEN,AA,Adult Arrest, 1600         WILSHIRE                     BL,,"(34.0554, -118.2702)"
08/14/2014,140317634,08/14/2014,1300,03,Southwest,0363,480,BIKE - STOLEN,IC,Invest Cont, 3600      W  MARTIN LUTHER KING JR        BL,,"(34.011, -118.3351)"
03/11/2014,141507534,02/20/2014,0800,15,N Hollywood,1583,480,BIKE - STOLEN,IC,Invest Cont,11800         MOORPARK                     ST,,"(34.1504, -118.3901)"
08/19/2014,140701059,08/14/2014,1230,07,Wilshire,0735,480,BIKE - STOLEN,IC,Invest Cont, 5400         WILSHIRE                     BL,,"(34.0623, -118.3462)"
08/15/2014,140712744,08/14/2014,0813,07,Wilshire,0736,480,BIKE - STOLEN,IC,Invest Cont,  400      S  CLOVERDALE                   AV,,"(34.0669, -118.3462)"
08/14/2014,141713719,08/14/2014,1400,17,Devonshire,1717,480,BIKE - STOLEN,IC,Invest Cont,16400         MCKEEVER                     ST,,"(34.2746, -118.4897)"
02/18/2014,140107326,02/18/2014,2045,01,Central,0159,480,BIKE - STOLEN,IC,Invest Cont,              7TH                          ST,   SANTA FE,"(34.035, -118.238)"
02/19/2014,140107440,02/18/2014,1640,01,Central,0185,480,BIKE - STOLEN,IC,Invest Cont, 1200      S  LOS ANGELES                  ST,,"(34.037, -118.2583)"
02/20/2014,140107486,02/18/2014,1630,01,Central,0195,480,BIKE - STOLEN,IC,Invest Cont,              17TH                         ST,   MAIN                         ST,"(34.0338, -118.2646)"
02/21/2014,140206690,02/18/2014,2000,02,Rampart,0218,480,BIKE - STOLEN,IC,Invest Cont,  700         ECHO PARK                    AV,,"(34.0713, -118.2597)"
08/13/2014,141515498,08/13/2014,0150,15,N Hollywood,1557,480,BIKE - STOLEN,IC,Invest Cont,10900         MAGNOLIA                     BL,,"(34.1649, -118.3683)"
02/18/2014,140107231,02/17/2014,2130,01,Central,0161,480,BIKE - STOLEN,IC,Invest Cont,  700      S  FIGUEROA                     ST,,"(34.0494, -118.2599)"
02/17/2014,140206413,02/17/2014,0405,02,Rampart,0201,480,BIKE - STOLEN,IC,Invest Cont,  800      N  MARIPOSA                     AV,,"(34.0853, -118.299)"
08/13/2014,140118836,08/12/2014,1010,01,Central,0164,480,BIKE - STOLEN,IC,Invest Cont,              6TH                          ST,   MAIN                         ST,"(34.0458, -118.2507)"
08/13/2014,140118838,08/12/2014,2030,01,Central,0128,480,BIKE - STOLEN,IC,Invest Cont,  400      E  2ND                          ST,,"(34.0477, -118.2393)"
08/14/2014,140118922,08/12/2014,0715,01,Central,0192,480,BIKE - STOLEN,IC,Invest Cont, 1300      S  FIGUEROA                     ST,,"(34.0407, -118.268)"
08/12/2014,140413191,08/12/2014,0800,04,Hollenbeck,0409,480,BIKE - STOLEN,IC,Invest Cont, 4300         ALPHA                        ST,,"(34.0945, -118.1593)"
02/18/2014,141106161,02/17/2014,2345,11,Northeast,1107,480,BIKE - STOLEN,IC,Invest Cont, 5600         FALLSTON                     ST,,"(34.1238, -118.1964)"
02/24/2014,141806619,02/17/2014,1400,18,Southeast,1822,480,BIKE - STOLEN,IC,Invest Cont,  200      W  COLDEN                       AV,,"(33.9492, -118.2766)"
02/17/2014,142006140,02/17/2014,2035,20,Olympic,2019,480,BIKE - STOLEN,IC,Invest Cont,              VERMONT                      AV,   2ND                          ST,"(34.0698, -118.2917)"
08/13/2014,141612304,08/12/2014,1800,16,Foothill,1606,480,BIKE - STOLEN,IC,Invest Cont,11200         OSBORNE                      ST,,"(34.2788, -118.3758)"
02/16/2014,140107154,02/16/2014,1420,01,Central,0162,480,BIKE - STOLEN,IC,Invest Cont,  500      W  7TH                          ST,,"(34.0467, -118.2556)"
02/17/2014,140107179,02/16/2014,2000,01,Central,0162,480,BIKE - STOLEN,IC,Invest Cont,  700      W  7TH                          ST,,"(34.048, -118.2577)"
02/17/2014,140107180,02/16/2014,2250,01,Central,0128,480,BIKE - STOLEN,IC,Invest Cont,  100      S  ONIZUKA                      ST,,"(33.7205, -118.3119)"
08/10/2014,140513191,08/10/2014,1030,05,Harbor,0526,480,BIKE - STOLEN,IC,Invest Cont,              ANAHEIM,   AVALON,"(33.78, -118.2624)"
02/16/2014,142006109,02/16/2014,0800,20,Olympic,2029,480,BIKE - STOLEN,IC,Invest Cont,  400      S  WESTMORELAND                 AV,,"(34.0668, -118.2884)"
02/16/2014,141106084,02/15/2014,1600,11,Northeast,1162,480,BIKE - STOLEN,IC,Invest Cont,              SUNSET,   VERMONT,"(34.0982, -118.2918)"
08/10/2014,140513223,08/10/2014,1200,05,Harbor,0528,480,BIKE - STOLEN,IC,Invest Cont,  900      E  DENNI                        ST,,"(33.7852, -118.252)"
08/10/2014,141114821,08/10/2014,1640,11,Northeast,1162,480,BIKE - STOLEN,IC,Invest Cont, 4500      W  SUNSET                       BL,,"(34.0982, -118.2874)"
08/17/2014,141115150,08/10/2014,1400,11,Northeast,1142,480,BIKE - STOLEN,IC,Invest Cont, 2000         DRACENA                      DR,,"(34.1082, -118.2902)"
08/10/2014,141713567,08/10/2014,0200,17,Devonshire,1781,480,BIKE - STOLEN,IC,Invest Cont,20900         PARTHENIA                    ST,,"(34.2282, -118.5885)"
02/18/2014,140107311,02/14/2014,1200,01,Central,0192,480,BIKE - STOLEN,IC,Invest Cont, 1600      S  HOPE                         ST,,"(34.0363, -118.2677)"
08/25/2014,142015338,08/10/2014,1200,20,Olympic,2026,480,BIKE - STOLEN,IC,Invest Cont,  300      S  CATALINA                     ST,,"(34.0691, -118.2954)"
08/09/2014,140118640,08/09/2014,0830,01,Central,0152,480,BIKE - STOLEN,IC,Invest Cont,              7TH,   FLOWER,"(33.9996, -118.469)"
05/02/2014,141510320,02/14/2014,1600,15,N Hollywood,1585,480,BIKE - STOLEN,IC,Invest Cont, 4000         TUJUNGA                      AV,,"(34.1399, -118.3789)"
08/09/2014,141713516,08/09/2014,1040,17,Devonshire,1763,480,BIKE - STOLEN,IC,Invest Cont,19600         VINTAGE                      ST,,"(34.2519, -118.561)"
08/08/2014,140118587,08/08/2014,1615,01,Central,0162,480,BIKE - STOLEN,IC,Invest Cont,  700      W  7TH                          ST,,"(34.048, -118.2577)"
08/20/2014,140413142,08/08/2014,0800,04,Hollenbeck,0406,480,BIKE - STOLEN,IC,Invest Cont, 4200         VIA ARBOLADA,,"(34.096, -118.185)"
08/08/2014,141515321,08/08/2014,1730,15,N Hollywood,1535,480,BIKE - STOLEN,IC,Invest Cont, 5800         LANKERSHIM                   BL,,"(34.1758, -118.3812)"
08/07/2014,140215464,08/07/2014,0420,02,Rampart,0281,480,BIKE - STOLEN,AO,Adult Other,              ALVARADO,   12TH                         ST,"(34.0488, -118.2817)"
02/13/2014,140106968,02/13/2014,1100,01,Central,0138,480,BIKE - STOLEN,IC,Invest Cont,  300      S  ALAMEDA                      ST,,"(34.0455, -118.2381)"
02/14/2014,140107069,02/13/2014,1830,01,Central,0134,480,BIKE - STOLEN,IC,Invest Cont,  200      W  4TH                          ST,,"(34.0488, -118.2483)"
02/21/2014,140107584,02/13/2014,1800,01,Central,0171,480,BIKE - STOLEN,IC,Invest Cont,  800      W  OLYMPIC                      BL,,"(34.045, -118.264)"
02/15/2014,141106058,02/13/2014,1900,11,Northeast,1117,480,BIKE - STOLEN,IC,Invest Cont, 4800         EAGLE ROCK                   BL,,"(34.1325, -118.216)"
02/13/2014,141206640,02/13/2014,0330,12,77th Street,1215,480,BIKE - STOLEN,IC,Invest Cont, 1100      W  53RD                         ST,,"(33.9941, -118.2937)"
08/08/2014,140412690,08/07/2014,2230,04,Hollenbeck,0499,480,BIKE - STOLEN,IC,Invest Cont, 1100         MIRASOL                      ST,,"(34.0215, -118.1975)"
08/07/2014,141612105,08/07/2014,0300,16,Foothill,1602,480,BIKE - STOLEN,IC,Invest Cont,12900         MONTFORD                     ST,,"(34.2808, -118.4134)"
08/10/2014,141713550,08/07/2014,0100,17,Devonshire,1764,480,BIKE - STOLEN,IC,Invest Cont, 9400         CORBIN                       AV,,"(34.241, -118.5623)"
03/04/2014,140108194,02/12/2014,1800,01,Central,0152,480,BIKE - STOLEN,IC,Invest Cont,  600      W  5TH                          ST,,"(34.0502, -118.254)"
02/15/2014,140306556,02/12/2014,1800,03,Southwest,0325,480,BIKE - STOLEN,IC,Invest Cont, 1400      W  28TH                         ST,,"(34.0296, -118.2915)"
02/12/2014,141105865,02/12/2014,0020,11,Northeast,1142,480,BIKE - STOLEN,IC,Invest Cont, 1900         DRACENA                      DR,,"(34.1054, -118.2901)"
02/13/2014,141105972,02/12/2014,1500,11,Northeast,1124,480,BIKE - STOLEN,IC,Invest Cont, 3400         DREW                         ST,,"(34.1211, -118.2414)"
02/15/2014,141106043,02/12/2014,2000,11,Northeast,1125,480,BIKE - STOLEN,IC,Invest Cont, 4800         LINCOLN                      AV,,"(34.1214, -118.2113)"
08/08/2014,140118484,08/06/2014,1900,01,Central,0176,480,BIKE - STOLEN,IC,Invest Cont,  700      S  LOS ANGELES                  ST,,"(34.0433, -118.2504)"
08/06/2014,141315972,08/06/2014,1240,13,Newton,1375,480,BIKE - STOLEN,IC,Invest Cont, 1400      E  53RD                         ST,,"(33.9948, -118.25)"
02/13/2014,141705974,02/12/2014,2345,17,Devonshire,1787,480,BIKE - STOLEN,IC,Invest Cont, 9500         ZELZAH                       AV,,"(34.2432, -118.5232)"
08/11/2014,142014687,08/06/2014,1630,20,Olympic,2019,480,BIKE - STOLEN,IC,Invest Cont,  100      N  COMMONWEALTH                 AV,,"(34.0735, -118.2856)"
08/05/2014,140616884,08/05/2014,1840,06,Hollywood,0648,480,BIKE - STOLEN,IC,Invest Cont,              SUNSET,   SERRANO,"(34.0981, -118.3071)"
08/07/2014,140712378,08/05/2014,2200,07,Wilshire,0784,480,BIKE - STOLEN,IC,Invest Cont, 4900      W  WASHINGTON                   BL,,"(34.0402, -118.3463)"
08/09/2014,140712465,08/05/2014,1700,07,Wilshire,0745,480,BIKE - STOLEN,IC,Invest Cont, 5500         WILSHIRE                     BL,,"(34.0623, -118.3483)"
02/21/2014,141106370,02/11/2014,1810,11,Northeast,1145,480,BIKE - STOLEN,IC,Invest Cont, 2400         MC CREADY                    AV,,"(34.1001, -118.2572)"
02/10/2014,140306363,02/10/2014,1100,03,Southwest,0321,480,BIKE - STOLEN,IC,Invest Cont,              JEFFERSON,   LA CIENEGA                   BL,"(34.0269, -118.3757)"
08/05/2014,141611972,08/05/2014,1220,16,Foothill,1695,480,BIKE - STOLEN,IC,Invest Cont,11200         STAGG                        ST,,"(34.2121, -118.3747)"
08/04/2014,140118188,08/04/2014,0945,01,Central,0138,480,BIKE - STOLEN,IC,Invest Cont,  300      S  LOS ANGELES                  ST,,"(34.0485, -118.2447)"
08/13/2014,140412842,08/04/2014,0800,04,Hollenbeck,0415,480,BIKE - STOLEN,IC,Invest Cont, 2500         HANCOCK                      WK,,"(34.0755, -118.2091)"
02/10/2014,141705808,02/10/2014,1500,17,Devonshire,1701,480,BIKE - STOLEN,AA,Adult Arrest,19800         RINALDI                      ST,,"(34.2751, -118.5652)"
08/04/2014,141515110,08/04/2014,1530,15,N Hollywood,1519,480,BIKE - STOLEN,IC,Invest Cont,10900         VICTORY                      BL,,"(34.1867, -118.3681)"
08/04/2014,142014364,08/04/2014,0005,20,Olympic,2002,480,BIKE - STOLEN,IC,Invest Cont, 5000         CLINTON                      ST,,"(34.0817, -118.3112)"
08/21/2014,140119524,08/03/2014,0730,01,Central,0166,480,BIKE - STOLEN,IC,Invest Cont,  400      E  7TH                          ST,,"(34.0419, -118.2485)"
08/07/2014,140215509,08/03/2014,1900,02,Rampart,0241,480,BIKE - STOLEN,IC,Invest Cont,  400      S  LAFAYETTE PARK               PL,,"(34.0658, -118.2814)"
08/03/2014,140616886,08/03/2014,0800,06,Hollywood,0645,480,BIKE - STOLEN,IC,Invest Cont,              HIGHLAND                     AV,   JOHNNY GRANT                 WY,"(34.0989, -118.3387)"
08/07/2014,140616996,08/03/2014,2200,06,Hollywood,0636,480,BIKE - STOLEN,IC,Invest Cont, 1700      N  MC CADDEN                    PL,,"(34.1016, -118.3374)"
08/17/2014,141115149,08/03/2014,1500,11,Northeast,1142,480,BIKE - STOLEN,IC,Invest Cont, 2000         DRACENA                      DR,,"(34.1082, -118.2902)"
08/04/2014,141515124,08/03/2014,1530,15,N Hollywood,1531,480,BIKE - STOLEN,IC,Invest Cont,12500         HATTERAS                     ST,,"(34.1758, -118.4052)"
02/08/2014,140106621,02/08/2014,1020,01,Central,0152,480,BIKE - STOLEN,IC,Invest Cont,              GRAND                        AV,   5TH                          ST,"(34.0477, -118.2563)"
08/04/2014,142113663,08/03/2014,2200,21,Topanga,2138,480,BIKE - STOLEN,IC,Invest Cont,20400         SATICOY                      ST,,"(34.2083, -118.5776)"
08/06/2014,142113747,08/03/2014,2230,21,Topanga,2177,480,BIKE - STOLEN,IC,Invest Cont, 5700         CANOGA                       AV,,"(34.1733, -118.5974)"
08/02/2014,140118070,08/02/2014,1310,01,Central,0152,480,BIKE - STOLEN,IC,Invest Cont,              6TH,   HOPE,"(34.0495, -118.2563)"
08/03/2014,141114418,08/02/2014,2145,11,Northeast,1152,480,BIKE - STOLEN,IC,Invest Cont, 4400         SUNSET                       DR,,"(34.0982, -118.2852)"
08/06/2014,141114608,08/02/2014,2000,11,Northeast,1142,480,BIKE - STOLEN,IC,Invest Cont, 4500         FINLEY                       AV,,"(34.1077, -118.2874)"
02/08/2014,142005741,02/08/2014,0600,20,Olympic,2029,480,BIKE - STOLEN,IC,Invest Cont,  300      S  HOOVER                       ST,,"(34.0686, -118.2844)"
02/09/2014,142005748,02/08/2014,1400,20,Olympic,2027,480,BIKE - STOLEN,IC,Invest Cont,  500      S  CATALINA                     ST,,"(34.0654, -118.2954)"
02/07/2014,140306194,02/07/2014,1700,03,Southwest,0377,480,BIKE - STOLEN,AO,Adult Other,              NORMANDIE                    AV,   MARTIN LUTHER KING JR        BL,"(34.0115, -118.3002)"
02/07/2014,140306195,02/07/2014,1520,03,Southwest,0308,480,BIKE - STOLEN,AA,Adult Arrest,              23RD                         ST,   OAK                          ST,"(34.0351, -118.2837)"
08/01/2014,140117946,08/01/2014,1540,01,Central,0153,480,BIKE - STOLEN,IC,Invest Cont,  500      S  BROADWAY,,"(34.0481, -118.2507)"
08/06/2014,140118318,08/01/2014,2100,01,Central,0192,480,BIKE - STOLEN,IC,Invest Cont, 1300      S  FIGUEROA                     ST,,"(34.0407, -118.268)"
08/02/2014,140712213,08/01/2014,2130,07,Wilshire,0765,480,BIKE - STOLEN,IC,Invest Cont, 1400         WEST                         BL,,
02/14/2014,140107075,02/06/2014,2215,01,Central,0182,480,BIKE - STOLEN,IC,Invest Cont, 1100      S  GRAND                        AV,,"(34.0416, -118.262)"
08/18/2014,141115166,08/01/2014,0700,11,Northeast,1124,480,BIKE - STOLEN,IC,Invest Cont, 3300         DREW                         ST,,"(34.1199, -118.2431)"
08/15/2014,141612453,08/01/2014,1400,16,Foothill,1663,480,BIKE - STOLEN,IC,Invest Cont,12400         ROUGE                        ST,,"(34.236, -118.4038)"
02/06/2014,141605243,02/06/2014,1220,16,Foothill,1602,480,BIKE - STOLEN,AO,Adult Other,12700         MONTFORD                     ST,,"(34.2835, -118.4098)"
07/31/2014,140512777,07/31/2014,1544,05,Harbor,0529,480,BIKE - STOLEN,IC,Invest Cont,  300      E  ANAHEIM                      ST,,"(33.7801, -118.2598)"
07/30/2014,140118011,07/30/2014,1612,01,Central,0152,480,BIKE - STOLEN,IC,Invest Cont,  600      W  5TH                          ST,,"(34.0502, -118.254)"
07/31/2014,140616533,07/30/2014,2000,06,Hollywood,0636,480,BIKE - STOLEN,IC,Invest Cont, 1700      N  IVAR                         AV,,"(34.1016, -118.3282)"
02/06/2014,142005608,02/05/2014,1900,20,Olympic,2071,480,BIKE - STOLEN,IC,Invest Cont, 1400      S  GRAMERCY                     PL,,"(34.0463, -118.313)"
02/04/2014,140106321,02/04/2014,1410,01,Central,0132,480,BIKE - STOLEN,IC,Invest Cont,              3RD,   HILL                         ST,"(34.0517, -118.2491)"
02/05/2014,140106351,02/04/2014,1800,01,Central,0138,480,BIKE - STOLEN,AA,Adult Arrest,  300         OMAR                         AV,,"(34.0467, -118.2411)"
07/30/2014,141315574,07/30/2014,1830,13,Newton,1341,480,BIKE - STOLEN,IC,Invest Cont, 3400      S  GRAND                        AV,,"(34.0202, -118.2761)"
07/29/2014,140316621,07/29/2014,0630,03,Southwest,0327,480,BIKE - STOLEN,IC,Invest Cont, 1100      W  27TH                         ST,,"(34.0303, -118.284)"
07/30/2014,140412272,07/29/2014,2130,04,Hollenbeck,0473,480,BIKE - STOLEN,IC,Invest Cont, 2300      E  4TH                          ST,,"(34.0412, -118.213)"
02/07/2014,142005671,02/04/2014,2200,20,Olympic,2038,480,BIKE - STOLEN,IC,Invest Cont,  600         SHATTO                       PL,,"(34.0608, -118.2903)"
08/11/2014,142014689,07/29/2014,1400,20,Olympic,2019,480,BIKE - STOLEN,IC,Invest Cont,  100      N  COMMONWEALTH                 AV,,"(34.0735, -118.2856)"
02/06/2014,141705703,02/02/2014,0900,17,Devonshire,1735,480,BIKE - STOLEN,IC,Invest Cont,17200         CHATSWORTH                   ST,,"(34.2648, -118.5088)"
07/28/2014,141713022,07/28/2014,1600,17,Devonshire,1764,480,BIKE - STOLEN,IC,Invest Cont, 9300         TAMPA                        AV,,"(34.234, -118.5536)"
07/28/2014,140117582,07/27/2014,0030,01,Central,0176,480,BIKE - STOLEN,IC,Invest Cont,              9TH                          ST,   SAN PEDRO                    ST,"(34.0404, -118.2537)"
07/30/2014,140712051,07/27/2014,1500,07,Wilshire,0711,480,BIKE - STOLEN,IC,Invest Cont,  400      N  HAYWORTH                     AV,,"(34.0782, -118.3626)"
02/26/2014,140607208,02/01/2014,1200,06,Hollywood,0645,480,BIKE - STOLEN,IC,Invest Cont, 1700      N  ORANGE                       DR,,"(34.1016, -118.3417)"
02/02/2014,140705137,02/01/2014,1640,07,Wilshire,0715,480,BIKE - STOLEN,IC,Invest Cont,  300      N  POINSETTIA                   PL,,"(34.0762, -118.3486)"
07/26/2014,140117512,07/26/2014,1050,01,Central,0135,480,BIKE - STOLEN,IC,Invest Cont,  300      S  MAIN                         ST,,"(34.0496, -118.2458)"
07/26/2014,140214774,07/26/2014,0100,02,Rampart,0211,480,BIKE - STOLEN,IC,Invest Cont,  600      N  NEW HAMPSHIRE                AV,,"(34.0818, -118.2929)"
02/01/2014,140700640,01/31/2014,0700,07,Wilshire,0736,480,BIKE - STOLEN,IC,Invest Cont,  300      S  DETROIT                      ST,,"(34.0689, -118.3451)"
01/31/2014,140705070,01/31/2014,1200,07,Wilshire,0767,480,BIKE - STOLEN,IC,Invest Cont, 1300      S  BRONSON                      AV,,"(34.0477, -118.3255)"
08/08/2014,140712454,07/26/2014,1500,07,Wilshire,0745,480,BIKE - STOLEN,IC,Invest Cont, 5500         WILSHIRE                     BL,,"(34.0623, -118.3483)"
07/26/2014,141114010,07/26/2014,0115,11,Northeast,1132,480,BIKE - STOLEN,IC,Invest Cont, 2900         HYPERION                     AV,,"(34.1092, -118.2714)"
02/01/2014,141605086,01/31/2014,0630,16,Foothill,1641,480,BIKE - STOLEN,IC,Invest Cont,13300         TERRA BELLA                  ST,,"(34.2552, -118.4225)"
01/30/2014,140100568,01/30/2014,2335,01,Central,0155,480,BIKE - STOLEN,AA,Adult Arrest,  200      E  6TH                          ST,,"(34.0446, -118.249)"
07/26/2014,140117482,07/25/2014,1400,01,Central,0192,480,BIKE - STOLEN,IC,Invest Cont, 1500      S  OLIVE                        ST,,"(34.0359, -118.2648)"
01/31/2014,140106084,01/30/2014,1620,01,Central,0152,480,BIKE - STOLEN,IC,Invest Cont,  600      W  5TH                          ST,,"(34.0502, -118.254)"
01/30/2014,140205521,01/30/2014,1535,02,Rampart,0285,480,BIKE - STOLEN,IC,Invest Cont, 1200      S  UNION                        AV,,"(34.0462, -118.276)"
