Date Rptd,DR NO,DATE OCC,TIME OCC,AREA,AREA NAME,RD,Crm Cd,Crm Cd Desc,Status,Status Desc,LOCATION,Cross Street,Location 1
11/26/2014,141120271,11/26/2014,1400,11,Northeast,1135,480,BIKE - STOLEN,IC,Invest Cont, 3900         EAGLE ROCK                   BL,,"(34.1194, -118.2304)"
11/26/2014,141718358,11/26/2014,1230,17,Devonshire,1747,480,BIKE - STOLEN,IC,Invest Cont,10500         HAYVENHURST                  AV,,"(34.2611, -118.4936)"
11/25/2014,140417265,11/16/2014,2300,04,Hollenbeck,0404,480,BIKE - STOLEN,IC,Invest Cont, 6300         MONTEREY                     RD,,"(34.1083, -118.1814)"
11/25/2014,140517837,11/24/2014,0800,05,Harbor,0558,480,BIKE - STOLEN,IC,Invest Cont,  400      N  PALOS VERDES                 ST,,"(33.746, -118.2817)"
11/25/2014,140517858,11/03/2014,1200,05,Harbor,0558,480,BIKE - STOLEN,IC,Invest Cont,  300      S  HARBOR                       BL,,"(33.7415, -118.2796)"
11/25/2014,140623182,11/24/2014,1830,06,Hollywood,0639,480,BIKE - STOLEN,IC,Invest Cont, 5300         FRANKLIN                     AV,,"(34.1054, -118.305)"
11/25/2014,140623189,11/25/2014,1515,06,Hollywood,0666,480,BIKE - STOLEN,IC,Invest Cont, 1300      N  WILCOX                       AV,,"(34.0944, -118.331)"
11/25/2014,142020017,11/25/2014,0100,20,Olympic,2046,480,BIKE - STOLEN,IC,Invest Cont,  800      S  BERENDO                      ST,,"(34.0578, -118.2941)"
11/24/2014,140126133,11/17/2014,0700,01,Central,0101,480,BIKE - STOLEN,IC,Invest Cont,  900      W  COLLEGE                      ST,,"(34.0666, -118.245)"
11/24/2014,140221293,11/14/2014,2000,02,Rampart,0237,480,BIKE - STOLEN,IC,Invest Cont, 1400         MIRAMAR                      ST,,"(34.0594, -118.261)"
11/24/2014,140417202,08/10/2014,1000,04,Hollenbeck,0412,480,BIKE - STOLEN,IC,Invest Cont,  300      W  AVENUE 26,,"(34.0798, -118.2184)"
01/04/2014,140204171,12/31/2013,1930,02,Rampart,0295,480,BIKE - STOLEN,IC,Invest Cont, 1700      S  BURLINGTON                   AV,,"(34.0413, -118.2815)"
11/24/2014,142019955,11/15/2014,0900,20,Olympic,2034,480,BIKE - STOLEN,IC,Invest Cont, 3500         WILSHIRE                     BL,,"(34.0618, -118.3004)"
01/02/2014,140104117,12/28/2013,1500,01,Central,0182,480,BIKE - STOLEN,IC,Invest Cont,  900      S  FLOWER                       ST,,"(34.0458, -118.2614)"
11/22/2014,140701277,11/20/2014,0001,07,Wilshire,0721,480,BIKE - STOLEN,IC,Invest Cont,  400         HOLT                         AV,,"(34.0722, -118.3785)"
11/22/2014,140716600,11/22/2014,1135,07,Wilshire,0724,480,BIKE - STOLEN,IC,Invest Cont,  100         THE GROVE                    DR,,"(34.0761, -118.3563)"
11/22/2014,141225244,11/21/2014,2240,12,77th Street,1233,480,BIKE - STOLEN,IC,Invest Cont, 1800      W  SLAUSON                      AV,,"(33.9892, -118.3089)"
11/22/2014,142019856,11/22/2014,1000,20,Olympic,2076,480,BIKE - STOLEN,IC,Invest Cont, 1800      S  VERMONT                      AV,,"(34.0413, -118.2916)"
11/21/2014,141017744,11/21/2014,0900,10,West Valley,1012,480,BIKE - STOLEN,IC,Invest Cont,18700         SHERMAN                      WY,,"(34.2011, -118.5404)"
06/14/2014,141111836,06/14/2013,0800,11,Northeast,1151,480,BIKE - STOLEN,IC,Invest Cont, 1600      N  VERMONT                      AV,,"(34.1002, -118.2918)"
11/20/2014,140417072,11/20/2014,1415,04,Hollenbeck,0453,480,BIKE - STOLEN,IC,Invest Cont, 1800      E  1ST                          ST,,"(34.0472, -118.2191)"
11/20/2014,140517682,11/19/2014,1700,05,Harbor,0587,480,BIKE - STOLEN,IC,Invest Cont,  500         HARBOR VIEW                  TR,,"(33.7225, -118.2882)"
11/20/2014,140622942,11/17/2014,2200,06,Hollywood,0659,480,BIKE - STOLEN,IC,Invest Cont, 1300      N  HARVARD                      BL,,"(34.0951, -118.3044)"
11/20/2014,140919301,11/15/2014,1800,09,Van Nuys,0964,480,BIKE - STOLEN,IC,Invest Cont, 4900         VAN NUYS                     BL,,"(34.1594, -118.4487)"
11/20/2014,141119986,11/20/2014,1310,11,Northeast,1162,480,BIKE - STOLEN,IC,Invest Cont, 4600         HOLLYWOOD                    BL,,"(34.0995, -118.2892)"
11/20/2014,142019777,11/20/2014,1820,20,Olympic,2031,480,BIKE - STOLEN,IC,Invest Cont,  700      S  SAINT ANDREWS                PL,,"(34.0597, -118.3112)"
11/19/2014,140324076,11/12/2014,0845,03,Southwest,0392,480,BIKE - STOLEN,JO,Juv Other, 5000         11TH                         AV,,"(33.998, -118.3294)"
11/19/2014,140517604,11/18/2014,1800,05,Harbor,0541,480,BIKE - STOLEN,IC,Invest Cont, 1300         PARK WESTERN                 DR,,"(33.754, -118.3048)"
11/19/2014,142019693,11/17/2014,1230,20,Olympic,2038,480,BIKE - STOLEN,IC,Invest Cont, 3100         WILSHIRE                     BL,,"(34.0618, -118.2891)"
11/18/2014,140125715,11/18/2014,1500,01,Central,0123,480,BIKE - STOLEN,IC,Invest Cont,  100      S  SPRING                       ST,,"(34.053, -118.2444)"
11/18/2014,140416969,11/17/2014,2330,04,Hollenbeck,0487,480,BIKE - STOLEN,IC,Invest Cont, 1100         ORME                         AV,,"(34.0282, -118.2147)"
11/18/2014,140517551,11/10/2014,1640,05,Harbor,0587,480,BIKE - STOLEN,IC,Invest Cont,  700      W  33RD                         ST,,"(33.7143, -118.2916)"
11/18/2014,140622893,11/18/2014,1130,06,Hollywood,0668,480,BIKE - STOLEN,IC,Invest Cont,              FOUNTAIN,   SAINT ANDREWS,"(34.0948, -118.3136)"
11/18/2014,140701268,11/12/2014,0410,07,Wilshire,0721,480,BIKE - STOLEN,IC,Invest Cont,  100      N  SWALL                        DR,,"(34.0753, -118.3858)"
11/18/2014,141119874,11/17/2014,2300,11,Northeast,1162,480,BIKE - STOLEN,IC,Invest Cont, 4500      W  SUNSET                       BL,,"(34.0982, -118.2874)"
11/18/2014,141119903,11/18/2014,1745,11,Northeast,1124,480,BIKE - STOLEN,IC,Invest Cont,              SAN FERNANDO,   FLETCHER,"(34.1156, -118.2466)"
11/17/2014,140125608,11/17/2014,1642,01,Central,0142,480,BIKE - STOLEN,IC,Invest Cont,              3RD,   FLOWER,"(34.0544, -118.2535)"
11/17/2014,141717969,11/14/2014,1500,17,Devonshire,1756,480,BIKE - STOLEN,IC,Invest Cont,17800         MERRIDY                      ST,,"(34.2522, -118.5216)"
11/16/2014,140517580,11/16/2014,2030,05,Harbor,0531,480,BIKE - STOLEN,IC,Invest Cont,              PACIFIC COAST                HY,   WESTERN,"(33.7895, -118.3082)"
11/16/2014,141119753,11/15/2014,2300,11,Northeast,1142,480,BIKE - STOLEN,IC,Invest Cont,              RUSSELL,   VERMONT,"(34.1045, -118.2918)"
11/15/2014,140220843,11/14/2014,2200,02,Rampart,0204,480,BIKE - STOLEN,IC,Invest Cont, 3400         LONDON                       ST,,"(34.0784, -118.2816)"
11/15/2014,140919085,11/13/2014,1000,09,Van Nuys,0941,480,BIKE - STOLEN,IC,Invest Cont,              SEPULVEDA,   OXNARD,"(34.1794, -118.4662)"
11/14/2014,142019493,11/13/2014,1400,20,Olympic,2016,480,BIKE - STOLEN,IC,Invest Cont,  200      S  KENMORE                      AV,,"(34.0712, -118.2966)"
11/14/2014,142118358,11/07/2014,1200,21,Topanga,2144,480,BIKE - STOLEN,IC,Invest Cont,22700         VICTORY                      BL,,"(34.1865, -118.6212)"
11/13/2014,140125355,11/13/2014,0400,01,Central,0147,480,BIKE - STOLEN,IC,Invest Cont,              4TH,   SAN PEDRO                    ST,"(34.0458, -118.243)"
11/13/2014,140716251,11/12/2014,1815,07,Wilshire,0782,480,BIKE - STOLEN,IC,Invest Cont, 6000         CADILLAC                     AV,,"(34.0375, -118.3742)"
11/13/2014,140716272,11/13/2014,0930,07,Wilshire,0701,480,BIKE - STOLEN,IC,Invest Cont,  900      N  ALFRED                       ST,,"(34.087, -118.3753)"
11/13/2014,141017380,11/10/2014,2000,10,West Valley,1024,480,BIKE - STOLEN,IC,Invest Cont, 6800         BAIRD                        AV,,"(34.1939, -118.5373)"
11/12/2014,140125331,11/12/2014,2110,01,Central,0111,480,BIKE - STOLEN,IC,Invest Cont,              COLLEGE,   HILL,"(34.0649, -118.2399)"
11/12/2014,142019371,11/12/2014,1920,20,Olympic,2036,480,BIKE - STOLEN,IC,Invest Cont,  700      S  VERMONT                      AV,,"(34.0598, -118.2916)"
11/11/2014,140125208,11/06/2014,1600,01,Central,0162,480,BIKE - STOLEN,IC,Invest Cont,  800      S  FLOWER                       ST,,"(34.0473, -118.2601)"
11/11/2014,140622357,11/11/2014,0200,06,Hollywood,0639,480,BIKE - STOLEN,IC,Invest Cont, 1800      N  HARVARD                      BL,,"(34.1039, -118.305)"
11/11/2014,140622360,11/11/2014,0930,06,Hollywood,0638,480,BIKE - STOLEN,IC,Invest Cont, 1800      N  WESTERN                      AV,,"(34.1036, -118.3093)"
11/11/2014,142019311,11/11/2014,1720,20,Olympic,2033,480,BIKE - STOLEN,IC,Invest Cont,              SERRANO,   WILSHIRE,"(34.0617, -118.3066)"
11/10/2014,140125146,11/05/2014,1630,01,Central,0174,480,BIKE - STOLEN,IC,Invest Cont,  700      S  MAIN                         ST,,"(34.0439, -118.2514)"
11/10/2014,140125166,11/10/2014,0920,01,Central,0138,480,BIKE - STOLEN,IC,Invest Cont,  400      E  3RD                          ST,,"(34.0473, -118.2425)"
11/10/2014,140125193,11/10/2014,1730,01,Central,0159,480,BIKE - STOLEN,IC,Invest Cont,              4TH                          ST,   ALAMEDA,"(34.0433, -118.2379)"
11/10/2014,141119473,11/08/2014,0800,11,Northeast,1151,480,BIKE - STOLEN,IC,Invest Cont, 4700      W  SUNSET                       BL,,"(34.0982, -118.2918)"
11/09/2014,141119427,11/08/2014,1300,11,Northeast,1152,480,BIKE - STOLEN,IC,Invest Cont,              SUNSET,   HILLHURST,"(34.0982, -118.2874)"
11/08/2014,140716087,11/08/2014,0615,07,Wilshire,0734,480,BIKE - STOLEN,IC,Invest Cont, 6200      W  3RD                          ST,,"(34.0708, -118.3563)"
11/07/2014,140220422,11/06/2014,0400,02,Rampart,0295,480,BIKE - STOLEN,IC,Invest Cont, 1600      S  BONNIE BRAE                  ST,,"(34.0428, -118.2819)"
11/07/2014,140416540,11/07/2014,2140,04,Hollenbeck,0467,480,BIKE - STOLEN,IC,Invest Cont, 2700      E  1ST                          ST,,"(34.0421, -118.206)"
11/07/2014,140815722,09/27/2014,2000,08,West LA,0889,480,BIKE - STOLEN,IC,Invest Cont, 2000      S  SHERBOURNE                   DR,,"(34.0414, -118.3825)"
11/07/2014,142019078,11/07/2014,1210,20,Olympic,2034,480,BIKE - STOLEN,IC,Invest Cont, 3500         WILSHIRE                     BL,,"(34.0618, -118.3004)"
11/06/2014,140622100,11/06/2014,1000,06,Hollywood,0639,480,BIKE - STOLEN,IC,Invest Cont, 1800      N  KINGSLEY                     DR,,"(34.1036, -118.3035)"
11/06/2014,140715989,10/25/2014,1800,07,Wilshire,0713,480,BIKE - STOLEN,IC,Invest Cont, 7600         BEVERLY                      BL,,"(34.0761, -118.3555)"
11/05/2014,140101379,11/05/2014,1824,01,Central,0152,480,BIKE - STOLEN,IC,Invest Cont,              6TH                          ST,   FLOWER                       ST,"(34.0507, -118.2582)"
11/05/2014,140124834,11/05/2014,1600,01,Central,0166,480,BIKE - STOLEN,IC,Invest Cont,  400      E  7TH                          ST,,"(34.0419, -118.2485)"
11/05/2014,140124836,11/04/2014,2100,01,Central,0161,480,BIKE - STOLEN,IC,Invest Cont,  900      W  8TH                          ST,,"(34.0479, -118.2612)"
11/05/2014,140124854,11/05/2014,1815,01,Central,0152,480,BIKE - STOLEN,IC,Invest Cont,  600      W  5TH                          ST,,"(34.0502, -118.254)"
11/05/2014,140416454,10/30/2014,1800,04,Hollenbeck,0406,480,BIKE - STOLEN,IC,Invest Cont, 4200         VIA ARBOLADA,,"(34.096, -118.185)"
11/05/2014,140416455,11/05/2014,1200,04,Hollenbeck,0463,480,BIKE - STOLEN,IC,Invest Cont, 1900      E  2ND                          ST,,"(34.0457, -118.218)"
11/05/2014,141017063,10/01/2014,0700,10,West Valley,1065,480,BIKE - STOLEN,IC,Invest Cont, 5300         NEWCASTLE                    AV,,"(34.1667, -118.5243)"
11/05/2014,141119269,11/05/2014,1300,11,Northeast,1171,480,BIKE - STOLEN,IC,Invest Cont, 1100         BATES                        AV,,"(34.0947, -118.2828)"
11/05/2014,141717335,11/04/2014,1700,17,Devonshire,1758,480,BIKE - STOLEN,IC,Invest Cont,10100         WOODLEY                      AV,,"(34.2538, -118.4849)"
11/05/2014,141717347,11/05/2014,1640,17,Devonshire,1792,480,BIKE - STOLEN,IC,Invest Cont,20000         COMMUNITY                    ST,,"(34.2222, -118.5688)"
11/05/2014,142019009,11/02/2014,1200,20,Olympic,2019,480,BIKE - STOLEN,IC,Invest Cont, 3300      W  2ND                          ST,,"(34.0704, -118.2868)"
11/04/2014,141017052,11/04/2014,1045,10,West Valley,1024,480,BIKE - STOLEN,IC,Invest Cont,18600         HART                         ST,,"(34.1977, -118.5386)"
11/04/2014,141017053,11/04/2014,1715,10,West Valley,1061,480,BIKE - STOLEN,IC,Invest Cont,19800         VENTURA                      BL,,"(34.1725, -118.5638)"
11/04/2014,142019226,11/04/2014,0400,20,Olympic,2081,480,BIKE - STOLEN,IC,Invest Cont, 2200      W  WASHINGTON                   BL,,"(34.04, -118.309)"
11/03/2014,140416352,11/03/2014,0830,04,Hollenbeck,0464,480,BIKE - STOLEN,IC,Invest Cont,  200      N  SOTO                         ST,,"(34.0453, -118.2088)"
11/03/2014,140516915,10/27/2014,1500,05,Harbor,0551,480,BIKE - STOLEN,IC,Invest Cont,  100      N  WESTERN                      AV,,"(33.7434, -118.3098)"
11/03/2014,140622000,11/02/2014,2100,06,Hollywood,0665,480,BIKE - STOLEN,IC,Invest Cont,              CITRUS                       AV,   ROMAINE                      ST,"(34.0917, -118.3398)"
11/03/2014,140715889,10/31/2014,0800,07,Wilshire,0758,480,BIKE - STOLEN,IC,Invest Cont, 4600      W  OLYMPIC                      BL,,"(34.0563, -118.3313)"
11/02/2014,140220132,11/02/2014,0130,02,Rampart,0216,480,BIKE - STOLEN,IC,Invest Cont,  500      N  LAKE                         ST,,"(34.0731, -118.268)"
11/02/2014,140516856,11/02/2014,1330,05,Harbor,0501,480,BIKE - STOLEN,IC,Invest Cont, 1200      W  187TH                        PL,,"(33.8606, -118.2942)"
11/02/2014,140715805,11/01/2014,1800,07,Wilshire,0735,480,BIKE - STOLEN,IC,Invest Cont,              WILSHIRE                     BL,   LA BREA                      AV,"(34.0624, -118.3509)"
11/02/2014,141717181,10/24/2014,1800,17,Devonshire,1767,480,BIKE - STOLEN,IC,Invest Cont, 9800         RESEDA                       BL,,"(34.2482, -118.5361)"
11/01/2014,140124522,11/01/2014,0200,01,Central,0127,480,BIKE - STOLEN,IC,Invest Cont,              LOS ANGELES,   TEMPLE,"(34.0534, -118.2409)"
11/01/2014,140220109,10/31/2014,0830,02,Rampart,0205,480,BIKE - STOLEN,IC,Invest Cont,  800      N  OCCIDENTAL                   BL,,"(34.08, -118.2739)"
11/01/2014,140416243,10/31/2014,1900,04,Hollenbeck,0421,480,BIKE - STOLEN,IC,Invest Cont,  600      S  AVENUE 21,,"(34.066, -118.2168)"
11/01/2014,140416244,11/01/2014,1125,04,Hollenbeck,0497,480,BIKE - STOLEN,IC,Invest Cont, 1200      S  LORENA                       ST,,"(34.0216, -118.2048)"
11/01/2014,141615245,10/27/2014,2330,16,Foothill,1643,480,BIKE - STOLEN,IC,Invest Cont,10400         EL DORADO                    AV,,"(34.259, -118.4174)"
10/31/2014,140621736,10/31/2014,1430,06,Hollywood,0636,480,BIKE - STOLEN,IC,Invest Cont, 6600         HOLLYWOOD                    BL,,"(34.1016, -118.3333)"
10/31/2014,140715758,10/30/2014,2330,07,Wilshire,0755,480,BIKE - STOLEN,IC,Invest Cont, 1300      S  DUNSMUIR                     AV,,"(34.0494, -118.3532)"
10/30/2014,140322771,09/24/2014,0001,03,Southwest,0308,480,BIKE - STOLEN,IC,Invest Cont, 2300         PORTLAND                     ST,,"(34.0339, -118.281)"
10/30/2014,140322774,10/29/2014,1820,03,Southwest,0315,480,BIKE - STOLEN,IC,Invest Cont, 2600      S  WESTERN                      AV,,"(34.0327, -118.309)"
10/30/2014,140621663,10/28/2014,1530,06,Hollywood,0638,480,BIKE - STOLEN,IC,Invest Cont,              HOLLYWOOD                    BL,   GRAMERCY                     PL,"(34.1017, -118.3153)"
10/29/2014,140124349,10/06/2014,2100,01,Central,0162,480,BIKE - STOLEN,IC,Invest Cont,  800      S  FLOWER                       ST,,"(34.0473, -118.2601)"
10/29/2014,140416104,10/17/2014,0645,04,Hollenbeck,0411,480,BIKE - STOLEN,IC,Invest Cont, 2000         HUMBOLDT                     ST,,"(34.0768, -118.2227)"
10/28/2014,140124299,10/28/2014,1715,01,Central,0195,480,BIKE - STOLEN,IC,Invest Cont,  300      E  PICO                         BL,,"(34.0352, -118.2583)"
10/27/2014,140124174,10/24/2014,1200,01,Central,0156,480,BIKE - STOLEN,IC,Invest Cont,              6TH                          ST,   SAN PEDRO,"(34.0432, -118.2466)"
10/27/2014,140124216,10/27/2014,1005,01,Central,0185,480,BIKE - STOLEN,AA,Adult Arrest,              12TH,   MAPLE,"(34.0357, -118.2563)"
10/27/2014,140219826,10/26/2014,0001,02,Rampart,0205,480,BIKE - STOLEN,IC,Invest Cont,  600      N  BENTON                       WY,,"(34.076, -118.2737)"
10/27/2014,141320701,10/20/2014,1300,13,Newton,1331,480,BIKE - STOLEN,IC,Invest Cont, 2600      S  GRAND                        AV,,"(34.0265, -118.2723)"
10/26/2014,140516584,10/26/2014,1900,05,Harbor,0524,480,BIKE - STOLEN,IC,Invest Cont,  500         HAWAIIAN                     AV,,"(33.7749, -118.2764)"
10/26/2014,140715518,10/26/2014,1425,07,Wilshire,0719,480,BIKE - STOLEN,IC,Invest Cont, 5600         MELROSE                      AV,,"(34.0835, -118.3227)"
10/26/2014,141118752,10/25/2014,1900,11,Northeast,1162,480,BIKE - STOLEN,IC,Invest Cont, 4600      W  SUNSET                       BL,,"(34.0982, -118.2895)"
10/26/2014,141819237,10/26/2014,1115,18,Southeast,1806,480,BIKE - STOLEN,IC,Invest Cont, 8900      S  CENTRAL                      AV,,"(33.9556, -118.2564)"
10/26/2014,142018497,04/24/2014,1200,20,Olympic,2079,480,BIKE - STOLEN,IC,Invest Cont, 1300      S  HOOVER                       ST,,"(34.0473, -118.2842)"
10/26/2014,142018509,10/21/2014,0915,20,Olympic,2026,480,BIKE - STOLEN,IC,Invest Cont,  400      S  BERENDO                      ST,,"(34.0674, -118.2941)"
10/25/2014,140322557,10/24/2014,1000,03,Southwest,0358,480,BIKE - STOLEN,IC,Invest Cont, 3500         WATT                         WY,,"(34.0235, -118.2858)"
10/24/2014,140415907,10/24/2014,1230,04,Hollenbeck,0464,480,BIKE - STOLEN,IC,Invest Cont,              CHICAGO,   1ST                          ST,"(34.0435, -118.2131)"
10/24/2014,141118682,10/24/2014,0800,11,Northeast,1132,480,BIKE - STOLEN,IC,Invest Cont, 3900         LOS FELIZ                    BL,,"(34.1139, -118.277)"
10/24/2014,141615020,10/24/2014,2100,16,Foothill,1684,480,BIKE - STOLEN,IC,Invest Cont, 8000         WEBB                         AV,,"(34.2157, -118.3878)"
10/23/2014,140123943,10/20/2014,1700,01,Central,0192,480,BIKE - STOLEN,IC,Invest Cont, 1600      S  OLIVE                        ST,,"(34.0352, -118.2654)"
10/23/2014,140123999,10/23/2014,0800,01,Central,0182,480,BIKE - STOLEN,IC,Invest Cont,  900      S  GRAND                        AV,,"(34.0444, -118.2593)"
10/23/2014,140621240,10/21/2014,2300,06,Hollywood,0657,480,BIKE - STOLEN,IC,Invest Cont, 5400         BARTON                       AV,,"(34.0876, -118.3091)"
10/23/2014,140715404,10/22/2014,1015,07,Wilshire,0721,480,BIKE - STOLEN,IC,Invest Cont, 8700         BEVERLY                      BL,,"(34.0763, -118.3778)"
10/23/2014,142018326,10/23/2014,0235,20,Olympic,2019,480,BIKE - STOLEN,IC,Invest Cont, 3300      W  3RD                          ST,,"(34.069, -118.2879)"
10/22/2014,140123875,10/14/2014,1130,01,Central,0119,480,BIKE - STOLEN,IC,Invest Cont,  800      N  ALAMEDA                      ST,,"(34.0563, -118.2374)"
10/22/2014,142018302,10/22/2014,0330,20,Olympic,2014,480,BIKE - STOLEN,IC,Invest Cont, 4000      W  3RD                          ST,,"(34.069, -118.3004)"
10/21/2014,140123848,10/05/2014,1245,01,Central,0139,480,BIKE - STOLEN,IC,Invest Cont,  700      E  3RD                          ST,,"(34.0455, -118.2379)"
10/21/2014,140621094,10/21/2014,1215,06,Hollywood,0649,480,BIKE - STOLEN,IC,Invest Cont,              SUNSET,   HOBART,"(34.0981, -118.3056)"
10/21/2014,141118546,10/19/2014,1900,11,Northeast,1184,480,BIKE - STOLEN,IC,Invest Cont, 1300         LAVETA                       TR,,"(34.0763, -118.2562)"
10/20/2014,140123733,10/19/2014,2015,01,Central,0154,480,BIKE - STOLEN,IC,Invest Cont,              6TH                          ST,   SPRING                       ST,"(34.0458, -118.2507)"
10/20/2014,140123769,10/20/2014,0600,01,Central,0195,480,BIKE - STOLEN,IC,Invest Cont, 1600      S  MAIN                         ST,,"(34.0336, -118.2626)"
10/20/2014,141118465,09/14/2014,1900,11,Northeast,1107,480,BIKE - STOLEN,IC,Invest Cont, 1500         YOSEMITE                     DR,,"(34.1328, -118.1981)"
10/19/2014,140123714,10/19/2014,1820,01,Central,0159,480,BIKE - STOLEN,IC,Invest Cont,              3RD,   ALAMEDA,"(34.0455, -118.2381)"
10/19/2014,140415698,10/13/2014,1900,04,Hollenbeck,0477,480,BIKE - STOLEN,IC,Invest Cont, 2600         WHITTIER                     BL,,"(34.0332, -118.213)"
10/19/2014,141118442,10/18/2014,2100,11,Northeast,1143,480,BIKE - STOLEN,IC,Invest Cont, 2600         CLAREMONT                    AV,,"(34.105, -118.2745)"
10/19/2014,141920798,10/19/2014,2315,19,Mission,1962,480,BIKE - STOLEN,IC,Invest Cont, 9500         SEPULVEDA                    BL,,"(34.2428, -118.4675)"
10/18/2014,140123623,10/18/2014,1110,01,Central,0157,480,BIKE - STOLEN,IC,Invest Cont,              7TH,   SAN PEDRO,"(34.0407, -118.2468)"
10/17/2014,141016309,10/09/2014,1900,10,West Valley,1004,480,BIKE - STOLEN,IC,Invest Cont, 7900         RESEDA                       BL,,"(34.2139, -118.5361)"
10/17/2014,141118344,10/16/2014,1500,11,Northeast,1123,480,BIKE - STOLEN,IC,Invest Cont, 3300         GLENDALE                     BL,,"(34.1188, -118.2599)"
10/17/2014,141222768,10/16/2014,1430,12,77th Street,1233,480,BIKE - STOLEN,IC,Invest Cont,              SLAUSON                      AV,   WESTERN                      AV,"(33.9891, -118.3174)"
10/16/2014,141920656,10/16/2014,0700,19,Mission,1983,480,BIKE - STOLEN,IC,Invest Cont,              NOBLE                        AV,   ROSCOE                       BL,"(34.2221, -118.4612)"
10/15/2014,140321893,10/10/2014,0900,03,Southwest,0338,480,BIKE - STOLEN,IC,Invest Cont, 1200      W  30TH                         ST,,"(34.0274, -118.2891)"
10/15/2014,141118268,10/07/2014,0600,11,Northeast,1117,480,BIKE - STOLEN,IC,Invest Cont, 1600      E  CAMPUS                       RD,,"(34.1261, -118.2142)"
10/14/2014,140620659,10/14/2014,1630,06,Hollywood,0647,480,BIKE - STOLEN,IC,Invest Cont, 5800         CARLTON                      WY,,"(34.1005, -118.3166)"
10/14/2014,140714992,10/10/2014,1700,07,Wilshire,0729,480,BIKE - STOLEN,IC,Invest Cont,  100      S  BEACHWOOD                    DR,,"(34.0736, -118.3216)"
10/13/2014,140415462,10/12/2014,2100,04,Hollenbeck,0451,480,BIKE - STOLEN,IC,Invest Cont,  200         CANCION                      CT,,"(34.0488, -118.2227)"
10/13/2014,141118147,09/08/2014,1900,11,Northeast,1151,480,BIKE - STOLEN,IC,Invest Cont, 1600      N  NORMANDIE                    AV,,"(34.1004, -118.3005)"
10/13/2014,141118163,10/13/2014,1500,11,Northeast,1112,480,BIKE - STOLEN,IC,Invest Cont, 4100         YORK                         BL,,"(34.1253, -118.2296)"
10/12/2014,140321888,09/17/2014,2215,03,Southwest,0328,480,BIKE - STOLEN,IC,Invest Cont, 3300      S  FIGUEROA                     ST,,"(34.0225, -118.2796)"
10/12/2014,140321889,09/30/2014,2200,03,Southwest,0328,480,BIKE - STOLEN,IC,Invest Cont, 3300      S  FIGUEROA                     ST,,"(34.0225, -118.2796)"
10/11/2014,141016074,10/10/2014,1300,10,West Valley,1043,480,BIKE - STOLEN,IC,Invest Cont,18600         HATTERAS                     ST,,"(34.1774, -118.5387)"
10/11/2014,141118062,10/11/2014,1030,11,Northeast,1144,480,BIKE - STOLEN,IC,Invest Cont, 1800         GRIFFITH PARK                BL,,"(34.0958, -118.2759)"
10/10/2014,140123161,09/25/2014,0900,01,Central,0152,480,BIKE - STOLEN,IC,Invest Cont,  500      S  FLOWER                       ST,,"(34.0516, -118.2561)"
10/10/2014,140218986,10/03/2014,0630,02,Rampart,0204,480,BIKE - STOLEN,IC,Invest Cont, 3400         PLATA                        ST,,"(34.0777, -118.2821)"
10/10/2014,140415357,10/10/2014,1100,04,Hollenbeck,0463,480,BIKE - STOLEN,IC,Invest Cont,  300      N  SAINT LOUIS                  ST,,"(34.0467, -118.2126)"
10/10/2014,140620498,10/10/2014,1000,06,Hollywood,0642,480,BIKE - STOLEN,IC,Invest Cont, 7500      W  SUNSET                       BL,,"(34.0981, -118.361)"
10/10/2014,140620506,10/07/2014,2115,06,Hollywood,0647,480,BIKE - STOLEN,IC,Invest Cont, 1500      N  BRONSON                      AV,,"(34.0981, -118.318)"
10/10/2014,141016029,10/10/2014,1030,10,West Valley,1061,480,BIKE - STOLEN,IC,Invest Cont,19800         VENTURA                      BL,,"(34.1725, -118.5638)"
10/10/2014,141016043,10/06/2014,1140,10,West Valley,1063,480,BIKE - STOLEN,IC,Invest Cont,18600         VENTURA                      BL,,"(34.1698, -118.5386)"
10/10/2014,142017689,10/10/2014,1155,20,Olympic,2026,480,BIKE - STOLEN,IC,Invest Cont,  300      S  VERMONT                      AV,,"(34.0691, -118.2917)"
10/09/2014,140515839,10/09/2014,0800,05,Harbor,0506,480,BIKE - STOLEN,IC,Invest Cont,21500      S  WESTERN                      AV,,"(33.8335, -118.3091)"
10/09/2014,141117959,10/09/2014,0130,11,Northeast,1141,480,BIKE - STOLEN,IC,Invest Cont, 1900         PALMERSTON                   PL,,"(34.1058, -118.2973)"
10/09/2014,142017616,10/09/2014,1000,20,Olympic,2021,480,BIKE - STOLEN,IC,Invest Cont,  400      S  WILTON                       PL,,"(34.0672, -118.3141)"
10/09/2014,142017635,10/08/2014,1930,20,Olympic,2036,480,BIKE - STOLEN,IC,Invest Cont,  700      S  VERMONT                      AV,,"(34.0598, -118.2916)"
10/08/2014,140123029,10/05/2014,1700,01,Central,0152,480,BIKE - STOLEN,IC,Invest Cont,              5TH,   GRAND                        AV,"(33.7397, -118.2901)"
10/08/2014,140123035,06/15/2014,1900,01,Central,0162,480,BIKE - STOLEN,IC,Invest Cont,  800      S  FLOWER                       ST,,"(34.0473, -118.2601)"
10/08/2014,141518556,10/03/2014,1600,15,N Hollywood,1585,480,BIKE - STOLEN,IC,Invest Cont, 4100         ARCH                         DR,,"(34.1412, -118.3722)"
